timestamp, pstate, clocks.current.sm [MHz], clocks.max.sm [MHz], clocks.current.memory [MHz], clocks.max.memory [MHz], memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%], temperature.gpu, power.draw [W], power.limit [W], power.management
2025/04/13 21:41:31.555, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 26 %, 53, 77.49 W, 250.00 W, Enabled
2025/04/13 21:41:36.561, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 82.80 W, 250.00 W, Enabled
2025/04/13 21:41:41.564, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 20 %, 53, 87.18 W, 250.00 W, Enabled
2025/04/13 21:41:46.568, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 53, 125.83 W, 250.00 W, Enabled
2025/04/13 21:41:51.572, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 81 %, 24 %, 53, 118.77 W, 250.00 W, Enabled
2025/04/13 21:41:56.578, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 79 %, 23 %, 53, 86.92 W, 250.00 W, Enabled
2025/04/13 21:42:01.586, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 25 %, 53, 86.43 W, 250.00 W, Enabled
2025/04/13 21:42:06.590, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 21 %, 53, 105.08 W, 250.00 W, Enabled
2025/04/13 21:42:11.594, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 24 %, 53, 99.71 W, 250.00 W, Enabled
2025/04/13 21:42:16.600, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 121.93 W, 250.00 W, Enabled
2025/04/13 21:42:21.604, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 53, 123.38 W, 250.00 W, Enabled
2025/04/13 21:42:26.611, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 86.45 W, 250.00 W, Enabled
2025/04/13 21:42:31.615, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 26 %, 53, 114.47 W, 250.00 W, Enabled
2025/04/13 21:42:36.619, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 85.23 W, 250.00 W, Enabled
2025/04/13 21:42:41.623, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 119.15 W, 250.00 W, Enabled
2025/04/13 21:42:46.627, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 53, 128.95 W, 250.00 W, Enabled
2025/04/13 21:42:51.638, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 77.93 W, 250.00 W, Enabled
2025/04/13 21:42:56.642, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 99.96 W, 250.00 W, Enabled
2025/04/13 21:43:01.646, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 74 %, 20 %, 53, 123.20 W, 250.00 W, Enabled
2025/04/13 21:43:06.650, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 130.49 W, 250.00 W, Enabled
2025/04/13 21:43:11.655, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 53, 85.48 W, 250.00 W, Enabled
2025/04/13 21:43:16.659, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 125.81 W, 250.00 W, Enabled
2025/04/13 21:43:21.663, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 22 %, 53, 125.08 W, 250.00 W, Enabled
2025/04/13 21:43:26.674, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 79.18 W, 250.00 W, Enabled
2025/04/13 21:43:31.678, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 25 %, 54, 123.20 W, 250.00 W, Enabled
2025/04/13 21:43:36.684, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 120.55 W, 250.00 W, Enabled
2025/04/13 21:43:41.688, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 83.27 W, 250.00 W, Enabled
2025/04/13 21:43:46.692, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 54, 114.30 W, 250.00 W, Enabled
2025/04/13 21:43:51.696, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 119.39 W, 250.00 W, Enabled
2025/04/13 21:43:56.700, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 54, 83.28 W, 250.00 W, Enabled
2025/04/13 21:44:01.706, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 126.59 W, 250.00 W, Enabled
2025/04/13 21:44:06.710, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 75 %, 22 %, 53, 96.81 W, 250.00 W, Enabled
2025/04/13 21:44:11.714, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 54, 126.14 W, 250.00 W, Enabled
2025/04/13 21:44:16.719, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 54, 117.86 W, 250.00 W, Enabled
2025/04/13 21:44:21.722, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 54, 119.52 W, 250.00 W, Enabled
2025/04/13 21:44:26.727, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 54, 79.91 W, 250.00 W, Enabled
2025/04/13 21:44:31.731, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 22 %, 54, 112.79 W, 250.00 W, Enabled
2025/04/13 21:44:36.735, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 54, 120.04 W, 250.00 W, Enabled
2025/04/13 21:44:41.739, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 83.53 W, 250.00 W, Enabled
2025/04/13 21:44:46.744, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 54, 134.07 W, 250.00 W, Enabled
2025/04/13 21:44:51.748, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 26 %, 54, 115.44 W, 250.00 W, Enabled
2025/04/13 21:44:56.752, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 22 %, 54, 102.87 W, 250.00 W, Enabled
2025/04/13 21:45:01.756, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 26 %, 54, 135.46 W, 250.00 W, Enabled
2025/04/13 21:45:06.763, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 23 %, 54, 116.90 W, 250.00 W, Enabled
2025/04/13 21:45:11.767, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 79 %, 16 %, 54, 73.58 W, 250.00 W, Enabled
2025/04/13 21:45:16.771, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 130.73 W, 250.00 W, Enabled
2025/04/13 21:45:21.775, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 23 %, 54, 120.00 W, 250.00 W, Enabled
2025/04/13 21:45:26.779, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 109.44 W, 250.00 W, Enabled
2025/04/13 21:45:31.783, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 25 %, 54, 127.78 W, 250.00 W, Enabled
2025/04/13 21:45:36.787, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 105.79 W, 250.00 W, Enabled
2025/04/13 21:45:41.791, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 22 %, 54, 118.90 W, 250.00 W, Enabled
2025/04/13 21:45:46.795, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 124.11 W, 250.00 W, Enabled
2025/04/13 21:45:51.799, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 23 %, 54, 84.30 W, 250.00 W, Enabled
2025/04/13 21:45:56.803, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 121.26 W, 250.00 W, Enabled
2025/04/13 21:46:01.807, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 54, 119.33 W, 250.00 W, Enabled
2025/04/13 21:46:06.811, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 23 %, 54, 86.92 W, 250.00 W, Enabled
2025/04/13 21:46:11.818, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 26 %, 54, 124.96 W, 250.00 W, Enabled
2025/04/13 21:46:16.822, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 80 %, 17 %, 54, 118.36 W, 250.00 W, Enabled
2025/04/13 21:46:21.826, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 91.78 W, 250.00 W, Enabled
2025/04/13 21:46:26.830, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 54, 124.09 W, 250.00 W, Enabled
2025/04/13 21:46:31.834, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 21 %, 54, 123.63 W, 250.00 W, Enabled
2025/04/13 21:46:36.841, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 54, 112.58 W, 250.00 W, Enabled
2025/04/13 21:46:41.845, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 54, 96.61 W, 250.00 W, Enabled
2025/04/13 21:46:46.849, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 26 %, 54, 106.75 W, 250.00 W, Enabled
2025/04/13 21:46:51.853, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 128.73 W, 250.00 W, Enabled
2025/04/13 21:46:56.859, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 81.62 W, 250.00 W, Enabled
2025/04/13 21:47:01.864, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 26 %, 54, 123.44 W, 250.00 W, Enabled
2025/04/13 21:47:06.868, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 25 %, 54, 128.04 W, 250.00 W, Enabled
2025/04/13 21:47:11.873, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 88.15 W, 250.00 W, Enabled
2025/04/13 21:47:16.877, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 25 %, 54, 124.11 W, 250.00 W, Enabled
2025/04/13 21:47:21.881, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 54, 53.92 W, 250.00 W, Enabled
2025/04/13 21:47:26.888, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 108.41 W, 250.00 W, Enabled
2025/04/13 21:47:31.892, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 26 %, 54, 79.18 W, 250.00 W, Enabled
2025/04/13 21:47:36.897, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 54, 129.52 W, 250.00 W, Enabled
2025/04/13 21:47:41.901, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 54, 113.74 W, 250.00 W, Enabled
2025/04/13 21:47:46.905, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 98.98 W, 250.00 W, Enabled
2025/04/13 21:47:51.909, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 54, 111.61 W, 250.00 W, Enabled
2025/04/13 21:47:56.919, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 84.79 W, 250.00 W, Enabled
2025/04/13 21:48:01.923, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 54, 126.52 W, 250.00 W, Enabled
2025/04/13 21:48:06.927, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 91.70 W, 250.00 W, Enabled
2025/04/13 21:48:11.931, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 54, 93.94 W, 250.00 W, Enabled
2025/04/13 21:48:16.935, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 54, 117.86 W, 250.00 W, Enabled
2025/04/13 21:48:21.939, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 24 %, 54, 98.74 W, 250.00 W, Enabled
2025/04/13 21:48:26.944, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 54, 106.28 W, 250.00 W, Enabled
2025/04/13 21:48:31.948, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 54, 126.76 W, 250.00 W, Enabled
2025/04/13 21:48:36.952, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 54, 119.76 W, 250.00 W, Enabled
2025/04/13 21:48:41.956, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 54, 83.76 W, 250.00 W, Enabled
2025/04/13 21:48:46.960, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 24 %, 54, 99.05 W, 250.00 W, Enabled
2025/04/13 21:48:51.967, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 54, 115.67 W, 250.00 W, Enabled
2025/04/13 21:48:56.971, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 25 %, 54, 130.01 W, 250.00 W, Enabled
2025/04/13 21:49:01.975, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 124.40 W, 250.00 W, Enabled
2025/04/13 21:49:06.986, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 54, 80.12 W, 250.00 W, Enabled
2025/04/13 21:49:11.999, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 54, 80.08 W, 250.00 W, Enabled
2025/04/13 21:49:17.003, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 75.74 W, 250.00 W, Enabled
2025/04/13 21:49:22.006, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 54, 91.79 W, 250.00 W, Enabled
2025/04/13 21:49:27.010, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 54, 116.43 W, 250.00 W, Enabled
2025/04/13 21:49:32.015, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 113.09 W, 250.00 W, Enabled
2025/04/13 21:49:37.019, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 54, 117.45 W, 250.00 W, Enabled
2025/04/13 21:49:42.023, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 87 %, 25 %, 54, 95.38 W, 250.00 W, Enabled
2025/04/13 21:49:47.027, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 19 %, 53, 122.90 W, 250.00 W, Enabled
2025/04/13 21:49:52.031, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 54, 107.42 W, 250.00 W, Enabled
2025/04/13 21:49:57.036, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 20 %, 53, 88.40 W, 250.00 W, Enabled
2025/04/13 21:50:02.041, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 85 %, 22 %, 53, 129.02 W, 250.00 W, Enabled
2025/04/13 21:50:07.048, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 19 %, 53, 98.74 W, 250.00 W, Enabled
2025/04/13 21:50:12.052, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 24 %, 53, 119.80 W, 250.00 W, Enabled
2025/04/13 21:50:17.057, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 53, 134.29 W, 250.00 W, Enabled
2025/04/13 21:50:22.061, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 22 %, 53, 122.04 W, 250.00 W, Enabled
2025/04/13 21:50:27.065, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 115.95 W, 250.00 W, Enabled
2025/04/13 21:50:32.069, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 53, 119.56 W, 250.00 W, Enabled
2025/04/13 21:50:37.074, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 25 %, 53, 99.00 W, 250.00 W, Enabled
2025/04/13 21:50:42.078, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 65 %, 14 %, 52, 107.72 W, 250.00 W, Enabled
2025/04/13 21:50:47.083, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 73 %, 17 %, 52, 126.12 W, 250.00 W, Enabled
2025/04/13 21:50:52.087, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 82.34 W, 250.00 W, Enabled
2025/04/13 21:50:57.091, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 84 %, 24 %, 53, 106.28 W, 250.00 W, Enabled
2025/04/13 21:51:02.098, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 52, 98.98 W, 250.00 W, Enabled
2025/04/13 21:51:07.102, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 88 %, 25 %, 53, 114.47 W, 250.00 W, Enabled
2025/04/13 21:51:12.106, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 52, 90.71 W, 250.00 W, Enabled
2025/04/13 21:51:17.110, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 92.52 W, 250.00 W, Enabled
2025/04/13 21:51:22.114, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 52, 86.25 W, 250.00 W, Enabled
2025/04/13 21:51:27.121, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 105.25 W, 250.00 W, Enabled
2025/04/13 21:51:32.125, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 98.54 W, 250.00 W, Enabled
2025/04/13 21:51:37.131, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 25 %, 52, 97.59 W, 250.00 W, Enabled
2025/04/13 21:51:42.135, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 52, 95.88 W, 250.00 W, Enabled
2025/04/13 21:51:47.139, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 52, 94.67 W, 250.00 W, Enabled
2025/04/13 21:51:52.146, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 77.23 W, 250.00 W, Enabled
2025/04/13 21:51:57.150, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 52, 85.48 W, 250.00 W, Enabled
2025/04/13 21:52:02.156, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 52, 111.33 W, 250.00 W, Enabled
2025/04/13 21:52:07.160, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 26 %, 52, 126.94 W, 250.00 W, Enabled
2025/04/13 21:52:12.164, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 25 %, 52, 115.93 W, 250.00 W, Enabled
2025/04/13 21:52:17.170, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 118.60 W, 250.00 W, Enabled
2025/04/13 21:52:22.174, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 90.57 W, 250.00 W, Enabled
2025/04/13 21:52:27.180, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 52, 115.72 W, 250.00 W, Enabled
2025/04/13 21:52:32.184, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 73.34 W, 250.00 W, Enabled
