timestamp, pstate, clocks.current.sm [MHz], clocks.max.sm [MHz], clocks.current.memory [MHz], clocks.max.memory [MHz], memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%], temperature.gpu, power.draw [W], power.limit [W], power.management
2025/04/13 21:52:37.188, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 114.21 W, 250.00 W, Enabled
2025/04/13 21:52:42.192, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 122.43 W, 250.00 W, Enabled
2025/04/13 21:52:47.197, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 25 %, 52, 121.93 W, 250.00 W, Enabled
2025/04/13 21:52:52.203, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 52, 128.95 W, 250.00 W, Enabled
2025/04/13 21:52:57.208, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 52, 113.78 W, 250.00 W, Enabled
2025/04/13 21:53:02.212, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 133.83 W, 250.00 W, Enabled
2025/04/13 21:53:07.216, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 19 %, 52, 125.08 W, 250.00 W, Enabled
2025/04/13 21:53:12.222, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 22 %, 53, 74.35 W, 250.00 W, Enabled
2025/04/13 21:53:17.227, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 25 %, 53, 81.82 W, 250.00 W, Enabled
2025/04/13 21:53:22.231, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 83.27 W, 250.00 W, Enabled
2025/04/13 21:53:27.235, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 77.91 W, 250.00 W, Enabled
2025/04/13 21:53:32.239, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 19 %, 53, 95.30 W, 250.00 W, Enabled
2025/04/13 21:53:37.243, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 53, 130.14 W, 250.00 W, Enabled
2025/04/13 21:53:42.247, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 117.41 W, 250.00 W, Enabled
2025/04/13 21:53:47.251, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 114.77 W, 250.00 W, Enabled
2025/04/13 21:53:52.256, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 53, 131.44 W, 250.00 W, Enabled
2025/04/13 21:53:57.260, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 115.44 W, 250.00 W, Enabled
2025/04/13 21:54:02.264, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 19 %, 53, 112.98 W, 250.00 W, Enabled
2025/04/13 21:54:07.268, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 92.48 W, 250.00 W, Enabled
2025/04/13 21:54:12.272, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 90.82 W, 250.00 W, Enabled
2025/04/13 21:54:17.276, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 87.42 W, 250.00 W, Enabled
2025/04/13 21:54:22.283, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 88.37 W, 250.00 W, Enabled
2025/04/13 21:54:27.287, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 111.61 W, 250.00 W, Enabled
2025/04/13 21:54:32.294, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 88 %, 26 %, 53, 91.26 W, 250.00 W, Enabled
2025/04/13 21:54:37.299, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 86.19 W, 250.00 W, Enabled
2025/04/13 21:54:42.303, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 21 %, 53, 100.25 W, 250.00 W, Enabled
2025/04/13 21:54:47.307, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 20 %, 53, 129.02 W, 250.00 W, Enabled
2025/04/13 21:54:52.311, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 25 %, 53, 111.37 W, 250.00 W, Enabled
2025/04/13 21:54:57.315, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 91.46 W, 250.00 W, Enabled
2025/04/13 21:55:02.319, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 103.83 W, 250.00 W, Enabled
2025/04/13 21:55:07.323, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 77 %, 23 %, 53, 71.43 W, 250.00 W, Enabled
2025/04/13 21:55:12.330, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 21 %, 53, 77.23 W, 250.00 W, Enabled
2025/04/13 21:55:17.338, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 129.59 W, 250.00 W, Enabled
2025/04/13 21:55:22.342, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 130.12 W, 250.00 W, Enabled
2025/04/13 21:55:27.346, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 86 %, 21 %, 53, 125.12 W, 250.00 W, Enabled
2025/04/13 21:55:32.351, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 126.78 W, 250.00 W, Enabled
2025/04/13 21:55:37.355, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 78.91 W, 250.00 W, Enabled
2025/04/13 21:55:42.360, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 53, 86.92 W, 250.00 W, Enabled
2025/04/13 21:55:47.363, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 103.90 W, 250.00 W, Enabled
2025/04/13 21:55:52.367, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 53, 83.28 W, 250.00 W, Enabled
2025/04/13 21:55:57.372, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 20 %, 53, 110.71 W, 250.00 W, Enabled
2025/04/13 21:56:02.376, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 21 %, 53, 81.09 W, 250.00 W, Enabled
2025/04/13 21:56:07.380, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 53, 113.97 W, 250.00 W, Enabled
2025/04/13 21:56:12.386, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 131.64 W, 250.00 W, Enabled
2025/04/13 21:56:17.390, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 78 %, 23 %, 53, 114.23 W, 250.00 W, Enabled
2025/04/13 21:56:22.395, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 22 %, 53, 97.28 W, 250.00 W, Enabled
2025/04/13 21:56:27.399, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 53, 79.63 W, 250.00 W, Enabled
2025/04/13 21:56:32.403, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 19 %, 53, 114.90 W, 250.00 W, Enabled
2025/04/13 21:56:37.411, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 24 %, 53, 107.61 W, 250.00 W, Enabled
2025/04/13 21:56:42.415, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 22 %, 53, 128.18 W, 250.00 W, Enabled
2025/04/13 21:56:47.419, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 127.81 W, 250.00 W, Enabled
2025/04/13 21:56:52.423, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 23 %, 53, 86.41 W, 250.00 W, Enabled
2025/04/13 21:56:57.427, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 125.87 W, 250.00 W, Enabled
2025/04/13 21:57:02.434, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 111.56 W, 250.00 W, Enabled
2025/04/13 21:57:07.438, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 76 %, 21 %, 53, 92.95 W, 250.00 W, Enabled
2025/04/13 21:57:12.443, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 110.04 W, 250.00 W, Enabled
2025/04/13 21:57:17.447, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 82 %, 22 %, 52, 85.65 W, 250.00 W, Enabled
2025/04/13 21:57:22.452, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 69 %, 19 %, 52, 97.04 W, 250.00 W, Enabled
2025/04/13 21:57:27.458, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 20 %, 52, 108.88 W, 250.00 W, Enabled
2025/04/13 21:57:32.463, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 83.32 W, 250.00 W, Enabled
2025/04/13 21:57:37.467, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 88 %, 26 %, 52, 129.75 W, 250.00 W, Enabled
2025/04/13 21:57:42.472, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 52, 117.86 W, 250.00 W, Enabled
2025/04/13 21:57:47.476, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 22 %, 52, 103.85 W, 250.00 W, Enabled
2025/04/13 21:57:52.480, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 19 %, 52, 80.35 W, 250.00 W, Enabled
2025/04/13 21:57:57.493, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 91.46 W, 250.00 W, Enabled
2025/04/13 21:58:02.505, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 26 %, 52, 78.40 W, 250.00 W, Enabled
2025/04/13 21:58:07.509, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 23 %, 52, 113.50 W, 250.00 W, Enabled
2025/04/13 21:58:12.513, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 118.83 W, 250.00 W, Enabled
2025/04/13 21:58:17.517, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 76.98 W, 250.00 W, Enabled
2025/04/13 21:58:22.521, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 129.19 W, 250.00 W, Enabled
2025/04/13 21:58:27.525, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 52, 129.94 W, 250.00 W, Enabled
2025/04/13 21:58:32.529, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 91.02 W, 250.00 W, Enabled
2025/04/13 21:58:37.536, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 26 %, 52, 126.32 W, 250.00 W, Enabled
2025/04/13 21:58:42.542, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 112.10 W, 250.00 W, Enabled
2025/04/13 21:58:47.546, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 118.36 W, 250.00 W, Enabled
2025/04/13 21:58:52.550, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 25 %, 52, 120.06 W, 250.00 W, Enabled
2025/04/13 21:58:57.556, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 52, 74.55 W, 250.00 W, Enabled
2025/04/13 21:59:02.560, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 52, 85.48 W, 250.00 W, Enabled
2025/04/13 21:59:07.568, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 100.00 W, 250.00 W, Enabled
2025/04/13 21:59:12.577, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 25 %, 53, 82.07 W, 250.00 W, Enabled
2025/04/13 21:59:17.583, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 79.67 W, 250.00 W, Enabled
2025/04/13 21:59:22.589, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 124.66 W, 250.00 W, Enabled
2025/04/13 21:59:27.593, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 25 %, 53, 119.82 W, 250.00 W, Enabled
2025/04/13 21:59:32.597, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 122.43 W, 250.00 W, Enabled
2025/04/13 21:59:37.608, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 83.28 W, 250.00 W, Enabled
2025/04/13 21:59:42.612, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 78.17 W, 250.00 W, Enabled
2025/04/13 21:59:47.617, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 21 %, 53, 100.93 W, 250.00 W, Enabled
2025/04/13 21:59:52.622, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 22 %, 53, 98.32 W, 250.00 W, Enabled
2025/04/13 21:59:57.626, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 22 %, 53, 96.11 W, 250.00 W, Enabled
2025/04/13 22:00:02.632, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 76.48 W, 250.00 W, Enabled
2025/04/13 22:00:07.637, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 105.24 W, 250.00 W, Enabled
2025/04/13 22:00:12.642, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 24 %, 53, 130.67 W, 250.00 W, Enabled
2025/04/13 22:00:17.646, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 114.96 W, 250.00 W, Enabled
2025/04/13 22:00:22.650, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 77 %, 23 %, 53, 124.64 W, 250.00 W, Enabled
2025/04/13 22:00:27.655, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 19 %, 53, 93.43 W, 250.00 W, Enabled
2025/04/13 22:00:32.659, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 21 %, 53, 119.31 W, 250.00 W, Enabled
2025/04/13 22:00:37.666, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 84 %, 18 %, 53, 103.12 W, 250.00 W, Enabled
2025/04/13 22:00:42.670, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 74 %, 16 %, 52, 118.77 W, 250.00 W, Enabled
2025/04/13 22:00:47.674, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 52, 99.23 W, 250.00 W, Enabled
2025/04/13 22:00:52.685, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 88 %, 25 %, 52, 118.30 W, 250.00 W, Enabled
2025/04/13 22:00:57.691, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 20 %, 52, 83.77 W, 250.00 W, Enabled
2025/04/13 22:01:02.696, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 19 %, 52, 122.68 W, 250.00 W, Enabled
2025/04/13 22:01:07.700, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 52, 108.15 W, 250.00 W, Enabled
2025/04/13 22:01:12.704, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 118.53 W, 250.00 W, Enabled
2025/04/13 22:01:17.708, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 52, 128.00 W, 250.00 W, Enabled
2025/04/13 22:01:22.715, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 85 %, 23 %, 52, 123.65 W, 250.00 W, Enabled
2025/04/13 22:01:27.720, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 66 %, 21 %, 52, 81.08 W, 250.00 W, Enabled
2025/04/13 22:01:32.724, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 19 %, 52, 110.34 W, 250.00 W, Enabled
2025/04/13 22:01:37.728, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 83 %, 23 %, 52, 92.28 W, 250.00 W, Enabled
2025/04/13 22:01:42.732, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 52, 97.82 W, 250.00 W, Enabled
2025/04/13 22:01:47.740, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 26 %, 52, 124.15 W, 250.00 W, Enabled
2025/04/13 22:01:52.744, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 26 %, 52, 97.34 W, 250.00 W, Enabled
2025/04/13 22:01:57.748, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 96.18 W, 250.00 W, Enabled
2025/04/13 22:02:02.752, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 26 %, 52, 129.46 W, 250.00 W, Enabled
2025/04/13 22:02:07.756, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 23 %, 52, 122.43 W, 250.00 W, Enabled
2025/04/13 22:02:12.768, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 80.16 W, 250.00 W, Enabled
2025/04/13 22:02:17.772, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 24 %, 52, 122.90 W, 250.00 W, Enabled
2025/04/13 22:02:22.777, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 116.66 W, 250.00 W, Enabled
2025/04/13 22:02:27.781, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 97.05 W, 250.00 W, Enabled
2025/04/13 22:02:32.785, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 90.51 W, 250.00 W, Enabled
2025/04/13 22:02:37.789, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 26 %, 52, 79.63 W, 250.00 W, Enabled
2025/04/13 22:02:42.794, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 26 %, 52, 90.86 W, 250.00 W, Enabled
2025/04/13 22:02:47.798, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 21 %, 52, 119.27 W, 250.00 W, Enabled
2025/04/13 22:02:52.802, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 25 %, 52, 120.06 W, 250.00 W, Enabled
2025/04/13 22:02:57.806, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 86 %, 19 %, 52, 98.01 W, 250.00 W, Enabled
2025/04/13 22:03:02.811, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 76.75 W, 250.00 W, Enabled
2025/04/13 22:03:07.815, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 92.72 W, 250.00 W, Enabled
2025/04/13 22:03:12.820, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 52, 111.14 W, 250.00 W, Enabled
2025/04/13 22:03:17.824, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 52, 123.93 W, 250.00 W, Enabled
2025/04/13 22:03:22.829, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 52, 117.87 W, 250.00 W, Enabled
2025/04/13 22:03:27.833, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 86 %, 26 %, 52, 111.56 W, 250.00 W, Enabled
2025/04/13 22:03:32.837, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 52, 115.06 W, 250.00 W, Enabled
2025/04/13 22:03:37.843, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 115.50 W, 250.00 W, Enabled
